path,fname,split_official,label,cls,is_mp3
data/for-2seconds\training\real\file32299.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32299.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file3231.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file3231.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32311.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32311.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32312.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32312.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32314.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32314.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32315.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32315.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32326.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32326.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32327.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32327.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32330.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32330.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32332.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32332.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32333.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32333.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32338.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32338.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32340.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32340.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32341.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32341.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32359.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32359.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32361.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32361.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32368.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32368.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32374.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32374.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32377.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32377.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32378.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32378.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32382.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32382.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32385.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32385.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32386.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32386.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32390.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32390.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32391.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32391.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32392.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32392.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32400.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32400.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32403.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32403.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file3241.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file3241.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32420.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32420.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32427.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32427.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32437.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32437.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file3244.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file3244.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32440.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32440.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32450.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32450.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32452.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32452.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32454.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32454.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32461.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32461.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32462.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32462.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32465.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32465.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32469.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32469.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file3247.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file3247.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32475.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32475.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32482.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32482.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32489.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32489.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32492.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32492.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32495.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32495.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file325.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file325.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file3250.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file3250.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32504.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32504.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32514.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32514.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32522.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32522.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32526.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32526.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32529.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32529.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32542.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32542.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32558.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32558.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32564.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32564.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32576.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32576.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32577.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32577.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32585.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32585.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32588.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32588.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32590.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32590.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32593.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32593.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32597.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32597.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32600.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32600.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32601.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32601.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32603.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32603.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file3261.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file3261.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32610.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32610.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32611.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32611.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32612.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32612.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32614.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32614.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32624.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32624.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32636.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32636.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file3264.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file3264.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32644.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32644.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file3265.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file3265.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32661.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32661.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32668.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32668.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32674.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32674.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32676.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32676.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32678.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32678.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file3269.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file3269.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32693.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32693.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32695.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32695.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32699.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32699.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file3270.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file3270.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32700.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32700.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32702.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32702.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32704.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32704.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32705.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32705.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32720.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32720.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32723.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32723.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32728.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32728.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32748.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32748.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file3275.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file3275.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32753.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32753.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32754.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32754.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32758.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32758.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32760.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32760.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32778.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32778.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32792.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32792.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32794.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32794.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32797.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32797.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file328.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file328.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32802.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32802.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32809.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32809.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file3281.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file3281.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32813.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32813.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32822.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32822.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32823.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32823.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32824.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32824.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32826.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32826.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32827.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32827.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32829.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32829.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32832.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32832.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32835.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32835.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32836.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32836.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32838.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32838.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32854.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32854.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32856.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32856.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file3286.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file3286.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32862.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32862.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32867.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32867.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32870.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32870.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32871.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32871.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32881.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32881.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32882.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32882.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32884.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32884.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32887.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32887.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file3289.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file3289.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32890.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32890.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32891.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32891.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32893.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32893.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32894.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32894.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32896.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32896.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32903.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32903.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32904.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32904.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32913.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32913.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32916.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32916.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32918.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32918.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32924.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32924.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32931.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32931.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
data/for-2seconds\training\real\file32936.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file32936.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,0,real,0
